文件名,资源名称,资源版本,此版本更新时间,Mod ID,对应平台工程 ID,文件大小（字节）,文件路径
[锂] lithium-fabric-0.24.5+mc26.1.2.jar,锂 (Lithium),0.24.5+mc26.1.2,2026/06/04 下午 10:42:18,lithium,gvQqBUqZ,906049,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[锂] lithium-fabric-0.24.5+mc26.1.2.jar
[快速退出] fastquit-3.1.4+mc26.1.x.jar,快速退出 (FastQuit),3.1.4+mc26.1.x,2026/05/24 下午 2:06:59,fastquit,x1hIzbuY,61514,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[快速退出] fastquit-3.1.4+mc26.1.x.jar
[氪] krypton-0.3.0.jar,氪 (Krypton),0.3.0,2026/04/22 上午 5:42:30,krypton,fQEb0iXm,268664,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[氪] krypton-0.3.0.jar
[客户端微调] clienttweaks-fabric-26.1.2-26.1.2.3.jar,客户端微调 (Client Tweaks),26.1.2.3,2026/05/01 下午 2:44:00,clienttweaks,vPNqo58Q,273661,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[客户端微调] clienttweaks-fabric-26.1.2-26.1.2.3.jar
[可视性] visuality-0.7.13+26.1.jar,可视性 (Visuality),0.7.13+26.1,2026/03/27 下午 4:44:34,visuality,rI0hvYcd,82146,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[可视性] visuality-0.7.13+26.1.jar
[脚步声] PresenceFootsteps-1.13.0+26.1.jar,脚步声 (Presence Footsteps),1.13.0+26.1,2026/04/15 上午 1:49:40,presencefootsteps,rcTfTZr3,5744804,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[脚步声] PresenceFootsteps-1.13.0+26.1.jar
[简易附魔台] EasyMagic-v26.1.0-mc26.1.x-Fabric.jar,简易附魔台 (Easy Magic),26.1.0,2026/04/28 下午 8:31:03,easymagic,9hx3AbJM,124620,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[简易附魔台] EasyMagic-v26.1.0-mc26.1.x-Fabric.jar
[火花] spark-1.10.172-fabric.jar,火花 (spark),1.10.172,2026/03/26 下午 4:29:59,spark,l6YH9Als,3887184,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[火花] spark-1.10.172-fabric.jar
[更好的统计信息界面] betterstats-5.2.1+fn-26.1.jar,更好的统计信息界面 (Better Statistics Screen),5.2.1+fabric-26.1,2026/04/04 上午 1:28:29,betterstats,n6PXGAoM,314461,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[更好的统计信息界面] betterstats-5.2.1+fn-26.1.jar
[更好的草地] BetterGrassify-1.8.6+fabric.26.1.2.jar,更好的草地 (BetterGrassify),,2026/04/21 下午 11:41:05,,m5T5xmUy,87251,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[更好的草地] BetterGrassify-1.8.6+fabric.26.1.2.jar
[更高级联机设置] mcwifipnp-1.9.8-26.1-fabric.jar,更高级联机设置 (LAN World Plug-n-Play),1.9.8,2026/03/27 下午 7:13:40,mcwifipnp,RTWpcTBp,128894,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[更高级联机设置] mcwifipnp-1.9.8-26.1-fabric.jar
[更多聊天记录] morechathistory-2.0.0.jar,更多聊天记录 (More Chat History),2.0.0,2026/03/25 上午 5:14:04,morechathistory,8qkXwOnk,3773,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[更多聊天记录] morechathistory-2.0.0.jar
[高清截图Fabric] fabrishot-1.17.0.jar,高清截图Fabric (Fabrishot),1.17.0,2026/04/22 下午 5:05:17,fabrishot,3qsfQtE9,51128,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[高清截图Fabric] fabrishot-1.17.0.jar
[附魔描述] EnchantmentDescriptions-fabric-MC26.1.2-26.1.2.3.jar,附魔描述 (Enchantment Descriptions),26.1.2.3,2026/06/04 上午 3:41:51,enchdesc,UVtY3ZAC,80265,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[附魔描述] EnchantmentDescriptions-fabric-MC26.1.2-26.1.2.3.jar
[动态 FPS] dynamic-fps-3.11.7+minecraft-26.1.0-fabric.jar,动态 FPS (Dynamic FPS),3.11.7,2026/05/28 下午 6:43:36,dynamic_fps,LQ3K71Q1,187418,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[动态 FPS] dynamic-fps-3.11.7+minecraft-26.1.0-fabric.jar
[存档置顶] cherishedworlds-fabric-16.0.0+26.1.2.jar,存档置顶 (Cherished Worlds),16.0.0+26.1.2,2026/04/29 下午 1:58:27,cherishedworlds,3azQ6p0W,588256,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[存档置顶] cherishedworlds-fabric-16.0.0+26.1.2.jar
[创世神] worldedit-mod-7.4.3.jar,创世神 (WorldEdit),7.4.3+7515-78babeb,2026/05/04 下午 7:31:48,worldedit,1u6JkXh5,5215216,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[创世神] worldedit-mod-7.4.3.jar
[超多生物群系] BiomesOPlenty-fabric-26.1.2-26.1.2.0.11.jar,,26.1.2.0.11,,biomesoplenty,,23077670,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[超多生物群系] BiomesOPlenty-fabric-26.1.2-26.1.2.0.11.jar
[边拿边走] InvMove-0.9.4+26.1-Fabric.jar,边拿边走 (InvMove),0.9.4,2026/05/25 下午 2:35:51,invmove,REfW2AEX,83875,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[边拿边走] InvMove-0.9.4+26.1-Fabric.jar
[边划边看] boatiview-fabric-0.0.9-26.1.jar,边划边看 (Boat Item View),0.0.9,2026/03/29 下午 7:19:07,boatiview,BdKIyOLe,1037710,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[边划边看] boatiview-fabric-0.0.9-26.1.jar
[崩溃优化] notenoughcrashes-fabric-4.4.9+26.1.2.jar,崩溃优化 (Not Enough Crashes),4.4.9+26.1.2,2026/05/24 下午 4:20:27,notenoughcrashes,yM94ont6,604243,D:\.minecraft\versions\xiaozi craft 26.1.2\mods\[崩溃优化] notenoughcrashes-fabric-4.4.9+26.1.2.jar
